ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|CÓDIGO
SIM|SIM|sim|6575
SIM|SIM|sim|940
SIM|SIM|não|965
SIM|SIM|não|4390
SIM|SIM|sim|998
SIM|SIM|sim|6492
SIM|SIM|sim|5737
SIM|SIM|sim|3911
SIM|SIM|sim|6010
SIM|SIM|sim|4085
SIM|SIM|não|187
SIM|SIM|sim|1955
SIM|SIM|sim|4386
SIM|SIM|sim|2338
SIM|SIM|sim|1989
SIM|SIM|não|3492
SIM|SIM|sim|2192
SIM|SIM|sim|2436
SIM|SIM|não|9157
SIM|SIM|sim|3172
SIM|SIM|não|1315
SIM|SIM|não|2414
SIM|SIM|não|7494
SIM|SIM|sim|7775
SIM|SIM|não|2994
SIM|SIM|não|8067
sim|sim|não|3355
SIM|SIM|não|9050
SIM|SIM|sim|3945
SIM|SIM|sim|1245
SIM|SIM|não|8911
SIM|SIM|não|6171
SIM|SIM|não|8855
SIM|SIM|sim|2025
SIM|SIM|não|8697
SIM|SIM|sim|3722
SIM|SIM|não|8803
SIM|SIM|não|8566
SIM|SIM|sim|2390
SIM|SIM|sim|1664
SIM|SIM|não|9033
NÃO|NÃO|não|1161
SIM|SIM|sim|6664
SIM|SIM|sim|5154
SIM|SIM|não|2446
SIM|SIM|sim|2276
SIM|SIM|sim|1362
SIM|SIM|não|3640
SIM|SIM|sim|1770
SIM|SIM|sim|3252
SIM|SIM|sim|7825
SIM|SIM|não|8583
SIM|SIM|sim|1283
SIM|SIM|sim|2976
SIM|SIM|não|575
SIM|SIM|não|3365
NÃO|NÃO|não|1429
SIM|SIM|sim|8492
SIM|SIM|não|9468
SIM|SIM|não|3065
SIM|SIM|não|7702
SIM|SIM|não|2633
SIM|SIM|não|2795
SIM|SIM|sim|9231
SIM|SIM|sim|2209
SIM|SIM|não|5771
SIM|SIM|não|2463
SIM|SIM|não|6086
SIM|SIM|não|5790
SIM|SIM|não|5759
SIM|SIM|sim|5434
NÃO|NÃO|não|615
SIM|SIM|sim|1546
SIM|SIM|não|8403
SIM|SIM|não|7326
SIM|SIM|não|5362
SIM|SIM|sim|4966
sim|sim|não|701
SIM|NÃO|NÃO|3170
SIM|SIM|NÃO|4504
SIM|SIM|NÃO|1444
SIM|NÃO|NÃO|2592
SIM|SIM|SIM|2811
SIM|SIM|NÃO|7072
SIM|SIM|NÃO|5152
SIM|SIM|NÃO|5842
SIM|SIM|NÃO|32
SIM|NÃO|NÃO|4640
SIM|NÃO|NÃO|5973
SIM|SIM|SIM|5441
SIM|NÃO|NÃO|3245
SIM|SIM|SIM|3499
SIM|SIM|SIM|7548
SIM|SIM|SIM|3343
SIM|NÃO|NÃO|3688
SIM|NÃO|NÃO|698
SIM|SIM|SIM|5534
SIM|NÃO|NÃO|3723
SIM|SIM|NÃO|3120
SIM|SIM|SIM|893
SIM|SIM|NÃO|3942
SIM|SIM|NÃO|8960
SIM|SIM|NÃO|3227
SIM|NÃO|NÃO|8612
SIM|SIM|SIM|7006
SIM|NÃO|NÃO|3695
SIM|SIM|NÃO|369
SIM|SIM|SIM|351
SIM|NÃO|NÃO|6159
SIM|NÃO|NÃO|1145
SIM|SIM|NÃO|9058
SIM|SIM|SIM|8398
SIM|SIM|NÃO|6603
SIM|SIM|NÃO|22
SIM|SIM|NÃO|4364
SIM|NÃO|NÃO|4758
SIM|NÃO|NÃO|1402
SIM|NÃO|NÃO|3692
SIM|NÃO|NÃO|3693
SIM|NÃO|NÃO|6060
SIM|SIM|SIM|1558
SIM|NÃO|NÃO|4159
SIM|NÃO|NÃO|3332
SIM|SIM|SIM|2898
SIM|NÃO|NÃO|340
SIM|NÃO|NÃO|3717
SIM|SIM|NÃO|4387
SIM|SIM|NÃO|8961
SIM|NÃO|NÃO|3690
SIM|SIM|SIM|7549
SIM|SIM|SIM|5507
SIM|SIM|NÃO|1346
SIM|SIM|SIM|8304
SIM|SIM|NÃO|2449
SIM|SIM|NÃO|6786
SIM|NÃO|NÃO|818
SIM|SIM|NÃO|4443
SIM|SIM|NÃO|784
SIM|SIM|NÃO|9083
SIM|SIM|NÃO|5815
SIM|SIM|SIM|8780
SIM|SIM|NÃO|4377
SIM|NÃO|NÃO|2936
SIM|NÃO|NÃO|6866
SIM|SIM|NÃO|7783
SIM|SIM|SIM|7005
SIM|SIM|SIM|2885
SIM|SIM|SIM|3012
SIM|NÃO|NÃO|162
SIM|SIM|SIM|4438
SIM|NÃO|NÃO|9308
SIM|SIM|NÃO|5139
SIM|NÃO|NÃO|5762
SIM|SIM|NÃO|7859
SIM|SIM|SIM|9906
SIM|SIM|SIM|5893
SIM|SIM|NÃO|7820
SIM|SIM|SIM|5890
SIM|SIM|NÃO|9079
SIM|NÃO|NÃO|8342
SIM|SIM|NÃO|4198
SIM|SIM|NÃO|1824
SIM|SIM|NÃO|5443
SIM|SIM|SIM|2810
SIM|NÃO|NÃO|3603
SIM|SIM|NÃO|4432
SIM|SIM|SIM|3269
SIM|SIM|NÃO|8901
SIM|NÃO|NÃO|745
SIM|NÃO|NÃO|1214
SIM|NÃO|NÃO|780
SIM|SIM|SIM|6053
SIM|SIM|SIM|5138
SIM|NÃO|NÃO|3287
SIM|SIM|SIM|8115
SIM|NÃO|NÃO|2973
SIM|SIM|NÃO|9194
SIM|SIM|NÃO|1789
SIM|NÃO|NÃO|10008
SIM|NÃO|NÃO|3289
SIM|NÃO|NÃO|5457
SIM|SIM|SIM|5132
SIM|NÃO|NÃO|8613
SIM|NÃO|NÃO|4763
SIM|SIM|NÃO|537
SIM|SIM|SIM|6709
SIM|SIM|SIM|2849
SIM|NÃO|NÃO|3740
SIM|SIM|SIM|7331
SIM|NÃO|NÃO|3445
SIM|SIM|SIM|4929
SIM|SIM|NÃO|4062
SIM|SIM|NÃO|6585
SIM|SIM|NÃO|8094
SIM|SIM|NÃO|3324
SIM|SIM|NÃO|5129
SIM|SIM|SIM|2942
SIM|SIM|SIM|366
SIM|SIM|NÃO|8103
NÃO|NÃO|NÃO|5884
SIM|NÃO|NÃO|898
SIM|SIM|NÃO|4287
SIM|SIM|NÃO|814
SIM|SIM|NÃO|7050
SIM|NÃO|NÃO|9053
SIM|SIM|SIM|6236
SIM|SIM|NÃO|3576
NÃO|NÃO|NÃO|2928
SIM|NÃO|NÃO|1203
SIM|NÃO|NÃO|153
SIM|SIM|SIM|3096
SIM|SIM|NÃO|1587
SIM|NÃO|NÃO|9210
SIM|NÃO|NÃO|5429
SIM|NÃO|NÃO|3715
SIM|NÃO|NÃO|4755
SIM|SIM|SIM|5929
SIM|NÃO|NÃO|5529
SIM|SIM|NÃO|5625
SIM|SIM|NÃO|8812
SIM|NÃO|NÃO|697
SIM|SIM|NÃO|8240
NÃO|NÃO|NÃO|7772
SIM|SIM|SIM|9140
SIM|NÃO|NÃO|1250
SIM|SIM|SIM|9376
SIM|SIM|NÃO|5466
SIM|SIM|NÃO|2075
SIM|NÃO|NÃO|290
NÃO|NÃO|NÃO|6519
NÃO|NÃO|NÃO|1193
SIM|NÃO|NÃO|9355
SIM|SIM|NÃO|7065
SIM|SIM|SIM|7122
SIM|NÃO|NÃO|5506
SIM|NÃO|NÃO|2986
SIM|NÃO|NÃO|760
SIM|SIM|SIM|7052
SIM|NÃO|NÃO|4308
SIM|SIM|NÃO|5542
SIM|NÃO|NÃO|4336
SIM|SIM|SIM|9411
SIM|SIM|NÃO|8639
SIM|SIM|SIM|8180
SIM|SIM|NÃO|8756
SIM|SIM|NÃO|3791
SIM|NÃO|NÃO|1439
SIM|SIM|SIM|4246
SIM|SIM|NÃO|2987
SIM|SIM|SIM|5482
SIM|SIM|SIM|4444
SIM|SIM|NÃO|5730
SIM|SIM|SIM|3471
SIM|NÃO|NÃO|3309
SIM|SIM|NÃO|3837
SIM|NÃO|NÃO|2979
SIM|NÃO|NÃO|3760
SIM|SIM|NÃO|9388
SIM|NÃO|NÃO|3203
SIM|NÃO|NÃO|3426
NÃO|NÃO|NÃO|7471
SIM|SIM|NÃO|9366
SIM|SIM|NÃO|4165
SIM|SIM|NÃO|5782
SIM|SIM|SIM|5175
SIM|SIM|SIM|7193
SIM|SIM|NÃO|2649
SIM|SIM|NÃO|8677
SIM|SIM|NÃO|3808
SIM|SIM|NÃO|4539
SIM|SIM|SIM|7452
SIM|SIM|SIM|2451
SIM|SIM|NÃO|6792
SIM|SIM|NÃO|5284
SIM|SIM|NÃO|3807
SIM|SIM|NÃO|7486
SIM|SIM|NÃO|7112
SIM|SIM|NÃO|2676
SIM|SIM|NÃO|3179
SIM|SIM|NÃO|7290
SIM|SIM|NÃO|636
SIM|SIM|SIM|5194
SIM|SIM|SIM|3654
SIM|SIM|SIM|3948
SIM|SIM|NÃO|2038
SIM|SIM|NÃO|2108
SIM|SIM|SIM|7464
SIM|SIM|SIM|9203
SIM|SIM|NÃO|7704
SIM|SIM|NÃO|2921
SIM|SIM|SIM|1875
SIM|SIM|SIM|7589
SIM|SIM|NÃO|2519
SIM|SIM|NÃO|5114
SIM|SIM|NÃO|3046
SIM|SIM|NÃO|8135
SIM|SIM|NÃO|8340
SIM|SIM|NÃO|4331
SIM|SIM|NÃO|1822
SIM|SIM|NÃO|2020
SIM|SIM|NÃO|3806
SIM|SIM|SIM|7385
SIM|SIM|NÃO|4072
SIM|SIM|NÃO|2679
SIM|SIM|NÃO|5892
SIM|SIM|NÃO|1726
SIM|SIM|NÃO|5406
SIM|SIM|NÃO|5196
SIM|SIM|NÃO|6220
SIM|SIM|NÃO|2525
SIM|SIM|NÃO|7182
SIM|SIM|NÃO|350
SIM|SIM|SIM|1556
SIM|SIM|SIM|4375
SIM|SIM|NÃO|9249
SIM|SIM|NÃO|2972
SIM|SIM|NÃO|9078
SIM|SIM|NÃO|7337
SIM|SIM|SIM|8741
SIM|SIM|NÃO|5991
SIM|SIM|NÃO|2496
SIM|SIM|SIM|1370
SIM|SIM|SIM|6420
SIM|SIM|SIM|5798
SIM|SIM|SIM|3111
SIM|SIM|NÃO|1287
SIM|SIM|NÃO|7921
SIM|SIM|NÃO|7421
SIM|SIM|NÃO|7304
SIM|SIM|NÃO|5460
SIM|SIM|NÃO|1732
SIM|SIM|SIM|3119
SIM|SIM|SIM|3967
SIM|SIM|NÃO|2413
SIM|SIM|NÃO|5817
SIM|SIM|SIM|8410
SIM|SIM|NÃO|880
SIM|SIM|NÃO|1401
NÃO|NÃO|NÃO|2785
SIM|SIM|SIM|5750
SIM|SIM|SIM|7422
SIM|SIM|NÃO|2445
SIM|SIM|SIM|5032
SIM|SIM|SIM|4991
SIM|SIM|NÃO|6021
SIM|SIM|SIM|5374
SIM|SIM|SIM|5269
SIM|SIM|NÃO|3694
SIM|SIM|NÃO|3882
SIM|SIM|NÃO|8470
SIM|SIM|NÃO|9106
SIM|SIM|NÃO|9319
SIM|SIM|NÃO|2699
SIM|SIM|SIM|1934
SIM|SIM|SIM|1932
SIM|SIM|SIM|9093
SIM|SIM|NÃO|2860
SIM|SIM|NÃO|2499
SIM|SIM|NÃO|3121
SIM|SIM|NÃO|1328
SIM|SIM|SIM|6502
SIM|SIM|SIM|7218
SIM|SIM|NÃO|9368
SIM|SIM|NÃO|6321
SIM|SIM|SIM|498
SIM|SIM|NÃO|6572
SIM|SIM|SIM|5321
SIM|SIM|SIM|8338
SIM|SIM|SIM|4979
SIM|SIM|NÃO|7345
SIM|SIM|SIM|3574
SIM|SIM|SIM|7659
SIM|SIM|NÃO|7803
SIM|SIM|NÃO|2585
SIM|SIM|NÃO|7524
SIM|SIM|NÃO|2455
SIM|SIM|NÃO|1092
SIM|SIM|SIM|2945
SIM|SIM|NÃO|8059
SIM|SIM|NÃO|1820
SIM|SIM|NÃO|3049
SIM|SIM|NÃO|6981
SIM|SIM|NÃO|8686
SIM|SIM|NÃO|2637
SIM|SIM|SIM|2835
SIM|SIM|NÃO|9334
SIM|SIM|NÃO|2587
SIM|SIM|NÃO|1195
SIM|SIM|NÃO|1513
SIM|SIM|NÃO|2125
SIM|SIM|NÃO|8026
SIM|SIM|NÃO|3457
SIM|SIM|SIM|3577
SIM|SIM|SIM|5833
SIM|SIM|SIM|3708
SIM|SIM|SIM|7560
SIM|SIM|NÃO|7092
SIM|SIM|NÃO|2819
SIM|SIM|NÃO|5581
SIM|SIM|NÃO|3370
SIM|SIM|NÃO|2392
SIM|SIM|NÃO|2588
SIM|SIM|NÃO|2114
SIM|SIM|SIM|7131
SIM|SIM|NÃO|444
SIM|SIM|NÃO|1188
SIM|SIM|SIM|3239
SIM|SIM|NÃO|9150
SIM|SIM|NÃO|9156
SIM|SIM|NÃO|3946
SIM|SIM|NÃO|9205
SIM|SIM|SIM|2452
SIM|SIM|NÃO|2781
SIM|SIM|NÃO|2963
SIM|SIM|NÃO|7428
SIM|SIM|SIM|2046
SIM|SIM|NÃO|2651
SIM|SIM|NÃO|2501
SIM|SIM|SIM|8798
SIM|SIM|NÃO|5894
SIM|SIM|NÃO|2783
SIM|SIM|SIM|8842
SIM|SIM|SIM|6852
SIM|SIM|NÃO|3175
SIM|SIM|NÃO|7886
SIM|SIM|NÃO|7408
SIM|SIM|SIM|7953
SIM|SIM|SIM|3869
SIM|SIM|SIM|4920
SIM|SIM|NÃO|2841
SIM|SIM|SIM|7044
SIM|SIM|SIM|8725
SIM|SIM|SIM|6648
SIM|SIM|SIM|3838
SIM|SIM|SIM|3114
SIM|SIM|SIM|2857
SIM|SIM|SIM|373
SIM|SIM|NÃO|2158
SIM|SIM|NÃO|2444
SIM|SIM|SIM|7219
SIM|SIM|NÃO|9143
SIM|SIM|SIM|7362
SIM|SIM|NÃO|6403
SIM|SIM|NÃO|7275
SIM|SIM|NÃO|472
SIM|SIM|NÃO|4106
SIM|SIM|NÃO|7245
SIM|SIM|SIM|7531
SIM|SIM|NÃO|1819
SIM|SIM|SIM|5121
SIM|SIM|NÃO|5332
SIM|SIM|NÃO|3143
SIM|SIM|NÃO|5418
SIM|SIM|NÃO|6801
SIM|SIM|SIM|380
SIM|SIM|SIM|3211
SIM|SIM|SIM|3280
SIM|SIM|NÃO|5880
SIM|SIM|NÃO|7681
SIM|SIM|NÃO|5568
SIM|SIM|NÃO|3137
SIM|SIM|NÃO|8411
SIM|SIM|SIM|7631
SIM|SIM|SIM|7609
SIM|SIM|SIM|3451
SIM|SIM|NÃO|2417
SIM|SIM|NÃO|4258
SIM|SIM|NÃO|7776
SIM|SIM|SIM|2962
SIM|SIM|SIM|3735
SIM|SIM|NÃO|1879
SIM|SIM|SIM|3163
SIM|SIM|NÃO|3373
SIM|SIM|SIM|941
SIM|SIM|NÃO|7409
SIM|SIM|SIM|8814
SIM|SIM|SIM|4786
SIM|SIM|SIM|3234
SIM|SIM|NÃO|7129
SIM|SIM|SIM|4773
SIM|SIM|NÃO|1842
SIM|SIM|SIM|4158
SIM|SIM|NÃO|2518
SIM|SIM|NÃO|7221
SIM|SIM|SIM|4841
SIM|SIM|NÃO|208
SIM|SIM|NÃO|3704
SIM|SIM|NÃO|7687
NÃO|NÃO|NÃO|4594
NÃO|NÃO|NÃO|3167
SIM|SIM|NÃO|8853
SIM|SIM|NÃO|2073
SIM|SIM|NÃO|1589
SIM|NÃO|NÃO|7866
SIM|NÃO|NÃO|8581
SIM|NÃO|NÃO|5007
SIM|NÃO|NÃO|8879
SIM|NÃO|NÃO|17
SIM|NÃO|NÃO|8256
SIM|NÃO|NÃO|8722
SIM|NÃO|NÃO|7483
SIM|NÃO|NÃO|5866
SIM|NÃO|NÃO|7828
SIM|NÃO|NÃO|5052
NÃO|NÃO|NÃO|6653
NÃO|NÃO|NÃO|5912
SIM|SIM|sim|120
SIM|NÃO|NÃO|5036
SIM|SIM|não|8910
SIM|NÃO|NÃO|7730
SIM|NÃO|NÃO|2545
SIM|NÃO|NÃO|8141
SIM|NÃO|NÃO|7653
SIM|NÃO|NÃO|7488
SIM|SIM|sim|2982
NÃO|NÃO|NÃO|172
SIM|NÃO|NÃO|2593
SIM|NÃO|NÃO|9148
SIM|NÃO|NÃO|8040
SIM|NÃO|NÃO|7740
SIM|NÃO|NÃO|6496
NÃO|NÃO|NÃO|2800
SIM|SIM|não|2432
SIM|NÃO|NÃO|1318
SIM|NÃO|NÃO|6178
SIM|SIM|sim|3062
SIM|NÃO|NÃO|6254
SIM|NÃO|NÃO|8054
SIM|NÃO|NÃO|2313
SIM|NÃO|NÃO|6494
SIM|NÃO|NÃO|8897
NÃO|NÃO|NÃO|388
SIM|NÃO|NÃO|4968
SIM|SIM|não|2570
SIM|NÃO|NÃO|7469
SIM|NÃO|NÃO|3805
NÃO|NÃO|NÃO|4550
SIM|SIM|não|7626
SIM|NÃO|NÃO|8508
SIM|SIM|não|4380
SIM|SIM|sim|3066
SIM|NÃO|NÃO|3691
SIM|NÃO|NÃO|2663
SIM|NÃO|NÃO|8068
SIM|NÃO|NÃO|2027
SIM|NÃO|NÃO|479
SIM|NÃO|NÃO|9019
SIM|NÃO|NÃO|6750
NÃO|NÃO|NÃO|4466
NÃO|NÃO|NÃO|503
NÃO|NÃO|NÃO|5692
SIM|NÃO|NÃO|9128
SIM|SIM|não|8097
SIM|NÃO|NÃO|6307
SIM|SIM|não|550
NÃO|NÃO|NÃO|494
SIM|NÃO|NÃO|585
SIM|NÃO|NÃO|8267
SIM|NÃO|NÃO|9400
SIM|SIM|sim|4628
SIM|NÃO|NÃO|8070
SIM|NÃO|NÃO|4352
SIM|NÃO|NÃO|8050
NÃO|NÃO|NÃO|2300
SIM|SIM|não|622
SIM|SIM|sim|2255
SIM|NÃO|NÃO|4847
SIM|NÃO|NÃO|8028
SIM|NÃO|NÃO|8423
SIM|NÃO|NÃO|7995
SIM|NÃO|NÃO|9801
SIM|NÃO|NÃO|8069
SIM|NÃO|NÃO|6036
NÃO|NÃO|NÃO|850
NÃO|NÃO|NÃO|3917
SIM|SIM|sim|2298
SIM|NÃO|NÃO|7600
NÃO|NÃO|NÃO|4894
SIM|NÃO|NÃO|6106
SIM|NÃO|NÃO|4599
SIM|NÃO|NÃO|844
SIM|SIM|sim|2700
SIM|NÃO|NÃO|7476
SIM|NÃO|NÃO|7485
NÃO|NÃO|NÃO|681
SIM|NÃO|NÃO|6144
NÃO|NÃO|NÃO|3132
SIM|NÃO|NÃO|4733
SIM|NÃO|NÃO|2638
SIM|NÃO|NÃO|5922
SIM|NÃO|NÃO|741
SIM|NÃO|NÃO|4484
SIM|NÃO|NÃO|5915
SIM|NÃO|NÃO|4488
SIM|SIM|não|6900
SIM|NÃO|NÃO|8037
SIM|NÃO|NÃO|774
SIM|NÃO|NÃO|5116
SIM|NÃO|NÃO|139
SIM|NÃO|NÃO|8042
SIM|NÃO|NÃO|9922
SIM|NÃO|NÃO|8345
SIM|NÃO|NÃO|8889
SIM|NÃO|NÃO|6501
SIM|NÃO|NÃO|6555
SIM|NÃO|NÃO|957
SIM|NÃO|NÃO|6808
SIM|NÃO|NÃO|6399
SIM|NÃO|NÃO|4055
SIM|NÃO|NÃO|9449
SIM|NÃO|NÃO|8038
SIM|NÃO|NÃO|6295
SIM|NÃO|NÃO|8044
SIM|NÃO|NÃO|8499
SIM|NÃO|NÃO|9070
SIM|NÃO|NÃO|8475
SIM|NÃO|NÃO|6136
SIM|NÃO|NÃO|8051
SIM|NÃO|NÃO|7643
SIM|NÃO|NÃO|8344
SIM|NÃO|NÃO|3470
SIM|NÃO|NÃO|8542
SIM|SIM|não|6179
SIM|SIM|não|1017
SIM|NÃO|NÃO|1035
NÃO|NÃO|NÃO|1037
NÃO|NÃO|NÃO|1043
NÃO|NÃO|NÃO|5141
SIM|NÃO|NÃO|9907
SIM|NÃO|NÃO|8603
SIM|NÃO|NÃO|2001
SIM|NÃO|NÃO|9814
SIM|NÃO|NÃO|5028
NÃO|NÃO|NÃO|1100
SIM|NÃO|NÃO|8339
SIM|NÃO|NÃO|3960
SIM|NÃO|NÃO|5296
NÃO|NÃO|NÃO|3031
SIM|NÃO|NÃO|3843
SIM|NÃO|NÃO|8245
SIM|NÃO|NÃO|8084
SIM|NÃO|NÃO|2326
SIM|NÃO|NÃO|1965
SIM|NÃO|NÃO|7676
NÃO|NÃO|NÃO|4551
SIM|NÃO|NÃO|8514
SIM|NÃO|NÃO|8083
SIM|NÃO|NÃO|6914
SIM|NÃO|NÃO|943
SIM|NÃO|NÃO|1963
NÃO|NÃO|NÃO|3868
SIM|NÃO|NÃO|8919
SIM|SIM|sim|6180
SIM|SIM|sim|8929
SIM|NÃO|NÃO|9782
NÃO|NÃO|NÃO|4941
SIM|NÃO|NÃO|8082
SIM|NÃO|NÃO|8300
SIM|NÃO|NÃO|6042
NÃO|NÃO|NÃO|942
SIM|NÃO|NÃO|2934
SIM|NÃO|NÃO|984
SIM|NÃO|NÃO|987
SIM|SIM|não|2362
SIM|NÃO|NÃO|3308
NÃO|NÃO|NÃO|1096
SIM|NÃO|NÃO|9307
NÃO|NÃO|NÃO|1123
SIM|NÃO|NÃO|8366
SIM|NÃO|NÃO|6217
SIM|NÃO|NÃO|8743
SIM|NÃO|NÃO|7229
SIM|NÃO|NÃO|338
SIM|NÃO|NÃO|3177
SIM|NÃO|NÃO|4379
SIM|NÃO|NÃO|6876
SIM|SIM|NÃO|2258
SIM|SIM|NÃO|2548
SIM|NÃO|NÃO|8422
NÃO|NÃO|NÃO|4044
SIM|NÃO|NÃO|6666
SIM|SIM|NÃO|4463
NÃO|NÃO|NÃO|2782
SIM|NÃO|NÃO|9949
SIM|SIM|SIM|5896
SIM|SIM|NÃO|7130
SIM|NÃO|NÃO|9950
SIM|NÃO|NÃO|9727
SIM|NÃO|NÃO|8854
SIM|NÃO|NÃO|8866
SIM|NÃO|NÃO|8172
SIM|NÃO|NÃO|2612
SIM|NÃO|NÃO|8921
SIM|NÃO|NÃO|7880
SIM|SIM|NÃO|4226
NÃO|NÃO|NÃO|3977
NÃO|NÃO|NÃO|4591
SIM|SIM|NÃO|2061
SIM|SIM|NÃO|1469
NÃO|NÃO|NÃO|3700
SIM|SIM|NÃO|4732
SIM|NÃO|NÃO|1606
SIM|NÃO|NÃO|9909
SIM|NÃO|NÃO|9139
SIM|NÃO|NÃO|8922
SIM|NÃO|NÃO|4859
SIM|NÃO|NÃO|4350
SIM|NÃO|NÃO|3247
SIM|SIM|NÃO|8555
NÃO|NÃO|NÃO|1647
NÃO|NÃO|NÃO|2762
SIM|SIM|SIM|1664
SIM|SIM|SIM|1667
NÃO|NÃO|NÃO|4479
SIM|NÃO|NÃO|612
SIM|NÃO|NÃO|6309
SIM|SIM|NÃO|7077
NÃO|NÃO|NÃO|2033
SIM|NÃO|NÃO|7098
SIM|NÃO|NÃO|5118
SIM|NÃO|NÃO|8536
NÃO|NÃO|NÃO|6863
SIM|NÃO|NÃO|7680
SIM|NÃO|NÃO|8515
SIM|NÃO|NÃO|9923
SIM|NÃO|NÃO|1347
SIM|NÃO|NÃO|6360
SIM|NÃO|NÃO|7819
SIM|NÃO|NÃO|8693
NÃO|NÃO|NÃO|1962
SIM|NÃO|NÃO|5000
SIM|NÃO|NÃO|8847
SIM|NÃO|NÃO|8294
SIM|NÃO|NÃO|6875
NÃO|NÃO|NÃO|3590
SIM|NÃO|NÃO|4089
SIM|NÃO|NÃO|925
SIM|NÃO|NÃO|5286
SIM|NÃO|NÃO|8080
SIM|NÃO|NÃO|8074
SIM|NÃO|NÃO|8072
SIM|NÃO|NÃO|6945
SIM|NÃO|NÃO|8299
SIM|SIM|NÃO|3174
NÃO|NÃO|NÃO|2516
SIM|NÃO|NÃO|6927
SIM|NÃO|NÃO|3461
SIM|NÃO|NÃO|3737
SIM|NÃO|NÃO|3141
NÃO|NÃO|NÃO|1924
SIM|NÃO|NÃO|9860
SIM|NÃO|NÃO|9110
SIM|NÃO|NÃO|8146
SIM|NÃO|NÃO|8071
SIM|NÃO|NÃO|5023
SIM|NÃO|NÃO|8111
NÃO|NÃO|NÃO|5260
SIM|NÃO|NÃO|1894
SIM|NÃO|NÃO|1590
SIM|SIM|NÃO|8856
SIM|SIM|NÃO|611
NÃO|NÃO|NÃO|3965
SIM|SIM|NÃO|285
SIM|SIM|NÃO|1621
SIM|SIM|NÃO|9458
SIM|SIM|SIM|7294
SIM|SIM|NÃO|3618
SIM|NÃO|NÃO|5203
SIM|NÃO|NÃO|2214
SIM|NÃO|NÃO|5433
SIM|NÃO|NÃO|712
SIM|SIM|SIM|884
SIM|NÃO|NÃO|3758
SIM|SIM|NÃO|8484
NÃO|NÃO|NÃO|286
SIM|SIM|SIM|8695
SIM|NÃO|NÃO|878
SIM|NÃO|NÃO|6173
SIM|NÃO|NÃO|3775
SIM|SIM|NÃO|9125
SIM|NÃO|NÃO|2212
SIM|SIM|SIM|8698
SIM|SIM|SIM|8728
SIM|SIM|SIM|1597
SIM|NÃO|NÃO|8979
SIM|SIM|SIM|7529
SIM|SIM|NÃO|2603
SIM|SIM|NÃO|1435
SIM|SIM|SIM|2397
SIM|SIM|NÃO|4111
SIM|SIM|SIM|1027
SIM|SIM|NÃO|1990
SIM|SIM|SIM|6443
SIM|SIM|SIM|5705
SIM|SIM|NÃO|3494
SIM|SIM|SIM|3129
SIM|SIM|NÃO|7411
SIM|SIM|SIM|5096
SIM|SIM|NÃO|2520
SIM|NÃO|NÃO|4673
SIM|SIM|NÃO|8066
SIM|SIM|NÃO|3728
NÃO|NÃO|NÃO|8138
SIM|SIM|NÃO|8197
SIM|SIM|NÃO|5432
SIM|SIM|SIM|9256
SIM|SIM|SIM|2335
SIM|SIM|SIM|6292
SIM|SIM|NÃO|1995
SIM|SIM|NÃO|8191
SIM|NÃO|NÃO|6533
SIM|SIM|NÃO|9063
SIM|SIM|SIM|4622
SIM|SIM|SIM|2379
SIM|SIM|NÃO|2873
NÃO|NÃO|NÃO|6525
SIM|SIM|NÃO|1834
SIM|SIM|NÃO|3215
SIM|NÃO|NÃO|3621
SIM|SIM|NÃO|9274
SIM|SIM|SIM|8309
SIM|SIM|SIM|1700
SIM|SIM|SIM|8617
SIM|SIM|NÃO|8982
SIM|SIM|NÃO|9117
SIM|SIM|SIM|6316
SIM|SIM|SIM|6450
SIM|NÃO|NÃO|5342
SIM|SIM|SIM|8229
SIM|NÃO|NÃO|3102
SIM|SIM|NÃO|8680
SIM|NÃO|NÃO|6766
SIM|SIM|SIM|1432
SIM|NÃO|NÃO|7759
SIM|NÃO|NÃO|8208
SIM|SIM|NÃO|8223
SIM|NÃO|NÃO|4670
SIM|NÃO|NÃO|8394
SIM|SIM|SIM|6776
SIM|SIM|SIM|3519
SIM|SIM|NÃO|8837
SIM|SIM|SIM|2009
SIM|NÃO|NÃO|6183
NÃO|NÃO|NÃO|1164
SIM|NÃO|NÃO|6067
SIM|NÃO|NÃO|8441
SIM|SIM|NÃO|3295
SIM|NÃO|NÃO|8567
SIM|NÃO|NÃO|474
SIM|NÃO|NÃO|3144
SIM|SIM|NÃO|4257
SIM|NÃO|NÃO|5596
SIM|NÃO|NÃO|934
NÃO|NÃO|NÃO|7613
SIM|NÃO|NÃO|6442
SIM|NÃO|NÃO|193
SIM|SIM|SIM|265
SIM|SIM|SIM|2727
SIM|NÃO|NÃO|1659
SIM|SIM|NÃO|5594
SIM|SIM|NÃO|6102
SIM|SIM|SIM|5757
NÃO|NÃO|NÃO|2210
SIM|NÃO|NÃO|3579
SIM|NÃO|NÃO|3607
SIM|SIM|SIM|2327
SIM|SIM|NÃO|8735
SIM|SIM|NÃO|2801
SIM|SIM|NÃO|2521
SIM|SIM|NÃO|535
SIM|SIM|SIM|7703
SIM|SIM|NÃO|3185
SIM|SIM|SIM|4669
SIM|SIM|NÃO|4643
SIM|SIM|NÃO|9479
NÃO|NÃO|NÃO|4014
SIM|SIM|NÃO|9478
