ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|CÓDIGO
SIM|SIM|SIM|7084
SIM|SIM|SIM|7038
SIM|SIM|SIM|8656
SIM|SIM|NÃO|2899
SIM|SIM|NÃO|2639
SIM|SIM|NÃO|8453
SIM|SIM|SIM|5997
SIM|SIM|SIM|6015
SIM|SIM|SIM|5024
SIM|SIM|SIM|4217
SIM|SIM|SIM|4469
SIM|SIM|NÃO|6526
SIM|SIM|NÃO|7754
SIM|SIM|NÃO|7372
SIM|SIM|SIM|6823
SIM|SIM|NÃO|1212
SIM|SIM|SIM|5955
SIM|SIM|NÃO|4585
SIM|SIM|NÃO|2725
SIM|SIM|NÃO|7249
SIM|SIM|NÃO|7602
SIM|SIM|SIM|4715
SIM|SIM|SIM|2867
SIM|SIM|NÃO|2245
SIM|SIM|SIM|8194
SIM|SIM|SIM|7272
SIM|SIM|NÃO|5380
SIM|SIM|NÃO|3468
SIM|SIM|SIM|5899
SIM|SIM|NÃO|2827
SIM|SIM|NÃO|3613
SIM|SIM|NÃO|9008
SIM|SIM|NÃO|4874
SIM|SIM|NÃO|7346
SIM|SIM|SIM|3936
SIM|SIM|SIM|4507
SIM|SIM|SIM|6660
SIM|SIM|NÃO|150
SIM|SIM|NÃO|6815
SIM|SIM|SIM|7816
SIM|SIM|SIM|9242
SIM|SIM|NÃO|3005
SIM|SIM|SIM|7665
SIM|SIM|SIM|3875
SIM|SIM|SIM|590
SIM|SIM|SIM|2947
SIM|SIM|NÃO|5230
SIM|SIM|SIM|3361
SIM|SIM|SIM|5163
SIM|SIM|NÃO|4518
SIM|SIM|SIM|2249
SIM|SIM|SIM|7269
SIM|SIM|SIM|2823
SIM|SIM|NÃO|8839
NÃO|NÃO|NÃO|1981
SIM|SIM|SIM|2275
NÃO|NÃO|NÃO|5669
SIM|SIM|NÃO|6016
SIM|SIM|SIM|3094
SIM|SIM|NÃO|4497
NÃO|NÃO|NÃO|7447
SIM|SIM|NÃO|7587
SIM|SIM|NÃO|9649
SIM|SIM|NÃO|355
SIM|SIM|NÃO|8870
SIM|SIM|NÃO|7403
SIM|SIM|NÃO|7074
SIM|SIM|NÃO|5509
SIM|SIM|NÃO|8913
SIM|SIM|NÃO|7976
SIM|SIM|NÃO|141
SIM|SIM|NÃO|3727
SIM|SIM|NÃO|8941
SIM|SIM|NÃO|6207
SIM|SIM|NÃO|1274
SIM|SIM|SIM|2224
SIM|SIM|SIM|5976
SIM|SIM|SIM|7487
SIM|SIM|NÃO|2339
SIM|SIM|NÃO|9039
SIM|SIM|NÃO|1227
SIM|SIM|NÃO|7010
SIM|SIM|SIM|2529
SIM|SIM|NÃO|433
SIM|SIM|NÃO|1407
SIM|SIM|SIM|3937
SIM|SIM|NÃO|1136
SIM|SIM|SIM|6734
SIM|SIM|NÃO|7114
SIM|SIM|SIM|6345
SIM|SIM|NÃO|2747
SIM|SIM|SIM|7001
SIM|SIM|NÃO|9197
SIM|SIM|NÃO|6455
SIM|SIM|NÃO|4495
SIM|SIM|SIM|2468
SIM|SIM|NÃO|5573
SIM|SIM|NÃO|2406
SIM|SIM|NÃO|1417
SIM|SIM|NÃO|9130
SIM|SIM|NÃO|5856
SIM|SIM|SIM|7021
SIM|SIM|NÃO|6025
SIM|SIM|NÃO|6856
SIM|SIM|NÃO|9666
SIM|SIM|SIM|8035
SIM|SIM|NÃO|2774
SIM|SIM|SIM|6218
SIM|SIM|SIM|4517
SIM|SIM|NÃO|8395
SIM|SIM|NÃO|8796
SIM|SIM|NÃO|4861
NÃO|NÃO|NÃO|7827
SIM|SIM|NÃO|341
SIM|SIM|SIM|1504
SIM|SIM|SIM|2505
SIM|SIM|NÃO|1930
SIM|SIM|SIM|3759
SIM|SIM|NÃO|4886
SIM|SIM|SIM|2288
SIM|SIM|SIM|8179
SIM|SIM|SIM|5586
SIM|SIM|NÃO|3039
SIM|SIM|SIM|3660
SIM|SIM|NÃO|2364
SIM|SIM|NÃO|8571
SIM|SIM|SIM|1763
SIM|SIM|SIM|7980
SIM|SIM|NÃO|6026
SIM|SIM|NÃO|1708
SIM|SIM|SIM|7178
SIM|SIM|NÃO|5938
SIM|SIM|SIM|5975
SIM|SIM|SIM|6252
SIM|SIM|NÃO|9164
SIM|SIM|SIM|3277
SIM|SIM|SIM|3236
SIM|SIM|NÃO|6219
SIM|SIM|SIM|9463
SIM|SIM|NÃO|8132
SIM|SIM|NÃO|2780
SIM|SIM|NÃO|8510
SIM|SIM|SIM|5928
SIM|SIM|NÃO|6150
SIM|SIM|SIM|2098
SIM|SIM|NÃO|2429
SIM|SIM|NÃO|3757
SIM|SIM|NÃO|1749
SIM|SIM|NÃO|6225
NÃO|NÃO|NÃO|2295
SIM|SIM|NÃO|45
SIM|SIM|SIM|5937
SIM|SIM|SIM|3442
SIM|SIM|NÃO|600
SIM|SIM|SIM|8768
SIM|SIM|NÃO|9426
SIM|SIM|NÃO|8216
SIM|SIM|NÃO|919
SIM|SIM|NÃO|5231
SIM|SIM|NÃO|7977
NÃO|NÃO|NÃO|703
SIM|SIM|NÃO|1897
SIM|SIM|SIM|2556
SIM|SIM|SIM|6886
SIM|SIM|NÃO|7398
SIM|SIM|SIM|3895
SIM|SIM|SIM|2345
SIM|SIM|NÃO|8081
SIM|SIM|NÃO|3375
SIM|SIM|NÃO|2387
SIM|SIM|SIM|6151
SIM|SIM|NÃO|2109
SIM|SIM|SIM|8319
SIM|SIM|NÃO|6275
SIM|SIM|NÃO|9261
SIM|SIM|SIM|9723
SIM|SIM|NÃO|7004
SIM|SIM|NÃO|8218
SIM|SIM|NÃO|813
SIM|SIM|SIM|4830
SIM|SIM|NÃO|7595
SIM|SIM|NÃO|2590
SIM|SIM|NÃO|1783
SIM|SIM|NÃO|5635
SIM|SIM|SIM|4252
SIM|SIM|NÃO|9662
SIM|SIM|NÃO|5681
SIM|SIM|NÃO|1134
SIM|SIM|NÃO|8232
SIM|SIM|SIM|2954
SIM|SIM|NÃO|5865
SIM|SIM|NÃO|4977
SIM|SIM|NÃO|5603
SIM|SIM|SIM|8008
SIM|SIM|NÃO|1258
SIM|SIM|NÃO|8306
SIM|SIM|SIM|7961
SIM|SIM|SIM|2852
NÃO|NÃO|NÃO|8551
SIM|SIM|NÃO|6262
SIM|SIM|SIM|4345
SIM|SIM|NÃO|920
SIM|SIM|NÃO|7979
SIM|SIM|NÃO|9660
SIM|SIM|NÃO|9132
SIM|SIM|NÃO|8363
NÃO|NÃO|NÃO|8204
SIM|SIM|SIM|4015
SIM|SIM|NÃO|1254
SIM|SIM|SIM|9241
SIM|SIM|NÃO|6784
SIM|SIM|SIM|7364
SIM|SIM|SIM|9138
SIM|SIM|NÃO|5933
SIM|SIM|NÃO|2524
SIM|SIM|NÃO|2140
SIM|SIM|NÃO|1050
SIM|SIM|NÃO|9048
SIM|SIM|NÃO|8036
SIM|SIM|SIM|6735
SIM|SIM|NÃO|1014
SIM|SIM|NÃO|2466
SIM|SIM|NÃO|6625
SIM|SIM|NÃO|2174
SIM|SIM|NÃO|4254
SIM|SIM|NÃO|8465
SIM|SIM|NÃO|1146
SIM|SIM|NÃO|8048
SIM|SIM|NÃO|4696
SIM|SIM|NÃO|820
SIM|SIM|NÃO|9882
SIM|SIM|NÃO|6148
SIM|SIM|NÃO|6997
SIM|SIM|NÃO|1184
SIM|SIM|SIM|2628
SIM|SIM|NÃO|6040
SIM|SIM|NÃO|7550
SIM|SIM|NÃO|5897
SIM|SIM|NÃO|9808
SIM|SIM|NÃO|1177
SIM|SIM|NÃO|7448
NÃO|NÃO|NÃO|6611
SIM|SIM|SIM|4235
SIM|SIM|SIM|6121
SIM|SIM|NÃO|9699
SIM|SIM|NÃO|2253
SIM|SIM|NÃO|7780
SIM|SIM|SIM|7011
SIM|SIM|SIM|8052
NÃO|NÃO|NÃO|6182
SIM|SIM|NÃO|5670
SIM|SIM|NÃO|7311
SIM|SIM|NÃO|307
SIM|SIM|NÃO|3389
SIM|SIM|SIM|2373
SIM|SIM|SIM|3106
SIM|SIM|NÃO|5751
SIM|SIM|NÃO|7983
SIM|SIM|SIM|8039
SIM|SIM|NÃO|412
NÃO|NÃO|NÃO|1858
SIM|SIM|SIM|5758
SIM|SIM|NÃO|6626
NÃO|NÃO|NÃO|1698
SIM|SIM|NÃO|5776
SIM|SIM|SIM|8478
SIM|SIM|NÃO|1495
SIM|SIM|SIM|8463
SIM|SIM|SIM|2228
SIM|SIM|NÃO|1570
SIM|SIM|SIM|2232
SIM|SIM|NÃO|6610
SIM|SIM|NÃO|7509
SIM|SIM|NÃO|2330
SIM|SIM|SIM|9398
SIM|SIM|NÃO|5149
SIM|SIM|NÃO|5619
SIM|SIM|NÃO|8892
SIM|SIM|SIM|2555
SIM|SIM|SIM|1688
SIM|SIM|NÃO|5700
SIM|SIM|NÃO|9719
SIM|SIM|SIM|6423
SIM|SIM|NÃO|8009
SIM|SIM|NÃO|3557
SIM|SIM|SIM|1710
SIM|SIM|NÃO|5104
SIM|SIM|NÃO|5533
SIM|SIM|NÃO|3335
SIM|SIM|NÃO|7168
SIM|SIM|NÃO|2248
SIM|SIM|NÃO|10021
SIM|SIM|NÃO|6730
SIM|SIM|NÃO|6041
SIM|SIM|SIM|5127
SIM|SIM|NÃO|8593
SIM|SIM|NÃO|8418
SIM|SIM|NÃO|4791
SIM|SIM|SIM|2728
SIM|SIM|NÃO|4978
SIM|SIM|SIM|4975
SIM|SIM|NÃO|4789
SIM|SIM|SIM|2625
SIM|SIM|SIM|3427
SIM|SIM|NÃO|6391
SIM|SIM|SIM|6314
SIM|SIM|NÃO|3356
SIM|SIM|NÃO|6256
SIM|SIM|NÃO|7349
SIM|SIM|NÃO|7774
NÃO|NÃO|NÃO|8744
SIM|SIM|NÃO|9805
SIM|SIM|NÃO|1023
SIM|SIM|NÃO|5847
SIM|SIM|NÃO|4496
NÃO|NÃO|NÃO|1165
SIM|SIM|SIM|8349
SIM|SIM|SIM|2711
SIM|SIM|NÃO|3100
NÃO|NÃO|NÃO|2729
SIM|SIM|SIM|3739
SIM|SIM|NÃO|1761
SIM|SIM|NÃO|8211
SIM|SIM|NÃO|3368
SIM|SIM|SIM|2191
SIM|SIM|NÃO|9029
SIM|SIM|SIM|4400
SIM|SIM|SIM|3653
SIM|SIM|NÃO|9263
SIM|SIM|NÃO|1864
SIM|SIM|NÃO|6334
NÃO|NÃO|NÃO|7807
SIM|SIM|NÃO|7505
SIM|SIM|NÃO|8899
SIM|SIM|SIM|7388
SIM|SIM|NÃO|2688
SIM|SIM|SIM|2901
SIM|SIM|NÃO|815
SIM|SIM|NÃO|5982
SIM|SIM|SIM|9729
SIM|SIM|NÃO|3344
SIM|SIM|SIM|2877
SIM|SIM|SIM|7642
SIM|SIM|NÃO|1693
SIM|SIM|NÃO|3566
SIM|SIM|SIM|8142
SIM|SIM|SIM|3253
SIM|SIM|SIM|5243
SIM|SIM|SIM|7964
SIM|SIM|SIM|3055
SIM|SIM|NÃO|8065
SIM|SIM|NÃO|2992
SIM|SIM|SIM|5904
SIM|SIM|NÃO|8712
SIM|SIM|NÃO|7831
SIM|SIM|SIM|3165
SIM|SIM|SIM|8287
SIM|SIM|SIM|7258
SIM|SIM|SIM|6656
SIM|SIM|NÃO|6189
SIM|SIM|SIM|2961
SIM|SIM|SIM|5114
SIM|SIM|SIM|5676
SIM|SIM|NÃO|6174
SIM|SIM|SIM|8359
NÃO|NÃO|NÃO|7426
SIM|SIM|NÃO|4250
SIM|SIM|SIM|2940
SIM|SIM|SIM|5233
SIM|SIM|SIM|3337
SIM|SIM|SIM|3228
SIM|SIM|SIM|3088
SIM|SIM|SIM|3122
SIM|SIM|SIM|2613
SIM|SIM|NÃO|5336
SIM|SIM|NÃO|9192
SIM|SIM|NÃO|8356
SIM|SIM|NÃO|6508
SIM|SIM|NÃO|8243
SIM|SIM|NÃO|6426
SIM|SIM|NÃO|5123
SIM|SIM|NÃO|8647
SIM|SIM|NÃO|1755
SIM|SIM|NÃO|4711
SIM|SIM|SIM|2721
SIM|SIM|SIM|6828
SIM|SIM|SIM|7191
SIM|SIM|SIM|3038
SIM|SIM|NÃO|9912
SIM|SIM|NÃO|8902
SIM|SIM|SIM|8550
SIM|SIM|NÃO|4487
SIM|SIM|SIM|6273
SIM|SIM|SIM|2997
SIM|SIM|NÃO|9639
SIM|SIM|NÃO|5214
SIM|SIM|NÃO|3476
SIM|SIM|NÃO|956
SIM|SIM|SIM|3747
SIM|SIM|SIM|4560
SIM|SIM|SIM|8406
SIM|SIM|SIM|2205
SIM|SIM|NÃO|8900
SIM|SIM|SIM|6872
SIM|SIM|SIM|2999
SIM|SIM|SIM|3798
SIM|SIM|SIM|5799
SIM|SIM|SIM|7814
SIM|SIM|SIM|4396
SIM|SIM|SIM|2241
SIM|SIM|SIM|3047
SIM|SIM|SIM|9011
SIM|SIM|SIM|7365
SIM|SIM|SIM|2984
SIM|SIM|NÃO|5859
SIM|SIM|NÃO|519
SIM|SIM|SIM|9264
SIM|SIM|NÃO|1058
SIM|SIM|NÃO|996
SIM|SIM|SIM|1482
SIM|SIM|NÃO|6471
SIM|SIM|NÃO|4146
SIM|SIM|NÃO|6811
SIM|SIM|SIM|7132
SIM|SIM|SIM|7444
SIM|SIM|SIM|5990
SIM|SIM|NÃO|8310
SIM|SIM|SIM|1627
SIM|SIM|NÃO|3705
SIM|SIM|SIM|5541
SIM|SIM|NÃO|8924
SIM|SIM|SIM|2850
SIM|SIM|NÃO|5130
SIM|SIM|NÃO|7347
SIM|SIM|SIM|3498
SIM|SIM|SIM|5821
SIM|SIM|NÃO|3140
SIM|SIM|NÃO|1672
SIM|SIM|SIM|9214
SIM|SIM|SIM|8781
SIM|SIM|SIM|5934
SIM|SIM|SIM|6918
SIM|SIM|SIM|8685
SIM|SIM|SIM|8519
SIM|SIM|SIM|3736
SIM|SIM|SIM|9191
SIM|SIM|SIM|8804
SIM|SIM|SIM|979
SIM|SIM|SIM|7526
SIM|SIM|SIM|2914
SIM|SIM|SIM|9230
SIM|SIM|NÃO|5061
SIM|SIM|NÃO|2611
SIM|SIM|SIM|1984
SIM|SIM|NÃO|1273
SIM|SIM|SIM|3996
SIM|SIM|SIM|2226
SIM|SIM|SIM|6201
SIM|SIM|NÃO|3484
SIM|SIM|SIM|8785
SIM|SIM|NÃO|4164
SIM|SIM|SIM|5095
SIM|SIM|NÃO|3462
SIM|SIM|NÃO|8348
SIM|SIM|SIM|4456
SIM|SIM|SIM|4145
SIM|SIM|SIM|2752
SIM|SIM|SIM|3233
SIM|SIM|NÃO|1677
SIM|SIM|NÃO|2196
SIM|SIM|NÃO|1912
SIM|SIM|NÃO|7520
SIM|SIM|SIM|4928
SIM|SIM|SIM|2035
SIM|SIM|NÃO|4671
SIM|SIM|SIM|5337
SIM|SIM|NÃO|9969
SIM|SIM|SIM|5017
SIM|SIM|SIM|5047
SIM|SIM|SIM|4785
SIM|SIM|NÃO|8409
SIM|SIM|NÃO|9427
SIM|SIM|SIM|9026
SIM|SIM|NÃO|4245
SIM|SIM|NÃO|2678
SIM|SIM|SIM|4766
SIM|SIM|NÃO|5355
SIM|SIM|NÃO|1887
SIM|SIM|NÃO|843
SIM|SIM|SIM|1472
SIM|SIM|SIM|7877
SIM|SIM|NÃO|6430
SIM|SIM|NÃO|6457
SIM|SIM|SIM|7804
SIM|SIM|NÃO|819
SIM|SIM|NÃO|5272
SIM|SIM|SIM|364
SIM|SIM|SIM|6139
SIM|SIM|SIM|9290
SIM|SIM|NÃO|3561
SIM|SIM|SIM|2883
SIM|SIM|SIM|6864
SIM|SIM|NÃO|8639
SIM|SIM|SIM|3045
SIM|SIM|SIM|6676
SIM|SIM|SIM|7279
SIM|SIM|SIM|2886
SIM|SIM|SIM|3619
SIM|SIM|NÃO|8283
SIM|SIM|NÃO|7729
SIM|SIM|NÃO|8286
SIM|SIM|NÃO|2071
SIM|SIM|NÃO|7360
SIM|SIM|NÃO|4001
SIM|SIM|SIM|3949
SIM|SIM|NÃO|184
SIM|SIM|NÃO|7767
SIM|SIM|SIM|2459
SIM|SIM|SIM|3234
SIM|SIM|SIM|2929
SIM|SIM|SIM|7007
SIM|SIM|NÃO|208
SIM|SIM|SIM|5413
SIM|SIM|SIM|484
SIM|SIM|SIM|8271
SIM|SIM|NÃO|3237
SIM|SIM|SIM|6364
SIM|SIM|NÃO|2630
SIM|SIM|NÃO|7693
SIM|SIM|NÃO|1808
SIM|SIM|NÃO|3872
NÃO|NÃO|NÃO|7413
SIM|SIM|NÃO|7018
SIM|SIM|NÃO|7287
NÃO|NÃO|NÃO|7971
SIM|SIM|NÃO|6177
SIM|SIM|SIM|602
SIM|SIM|NÃO|8894
SIM|SIM|NÃO|132
SIM|SIM|NÃO|3304
SIM|SIM|NÃO|6661
SIM|SIM|NÃO|6678
SIM|SIM|SIM|7142
SIM|NÃO|NÃO|7556
SIM|SIM|NÃO|8013
SIM|SIM|SIM|7284
SIM|SIM|SIM|7030
SIM|SIM|SIM|6849
SIM|SIM|Não|3401
NÃO|NÃO|NÃO|334
NÃO|NÃO|NÃO|6667
NÃO|NÃO|NÃO|335
NÃO|NÃO|NÃO|1473
SIM|SIM|SIM|5902
NÃO|NÃO|NÃO|3156
SIM|SIM|SIM|7143
SIM|SIM|SIM|6713
SIM|SIM|SIM|7878
SIM|SIM|SIM|1004
NÃO|NÃO|NÃO|5557
SIM|SIM|SIM|7031
NÃO|NÃO|NÃO|456
SIM|NÃO|NÃO|331
NÃO|NÃO|NÃO|970
SIM|SIM|SIM|1925
NÃO|NÃO|NÃO|8946
SIM|SIM|NÃO|2663
NÃO|NÃO|NÃO|5158
NÃO|NÃO|NÃO|5438
NÃO|NÃO|NÃO|7117
SIM|SIM|SIM|2532
SIM|NÃO|NÃO|1699
SIM|SIM|SIM|2792
SIM|SIM|SIM|486
SIM|NÃO|NÃO|2851
SIM|SIM|SIM|9430
SIM|SIM|SIM|6655
SIM|NÃO|NÃO|521
SIM|SIM|NÃO|435
SIM|SIM|SIM|6577
SIM|SIM|NÃO|696
SIM|NÃO|NÃO|6631
SIM|SIM|NÃO|9220
SIM|SIM|SIM|4992
NÃO|NÃO|NÃO|3195
SIM|SIM|SIM|5236
SIM|SIM|SIM|5239
SIM|NÃO|NÃO|7870
NÃO|NÃO|NÃO|4318
SIM|NÃO|NÃO|6708
SIM|SIM|NÃO|3522
SIM|SIM|SIM|5841
SIM|SIM|SIM|6873
SIM|NÃO|NÃO|4918
NÃO|NÃO|NÃO|9389
NÃO|NÃO|NÃO|7376
SIM|NÃO|NÃO|3941
SIM|NÃO|NÃO|5389
SIM|SIM|NÃO|1757
SIM|SIM|NÃO|9450
SIM|NÃO|NÃO|9098
NÃO|NÃO|NÃO|8836
SIM|NÃO|NÃO|7839
SIM|SIM|NÃO|2482
NÃO|NÃO|NÃO|881
SIM|SIM|SIM|3535
NÃO|NÃO|NÃO|6658
SIM|SIM|NÃO|1068
NÃO|NÃO|NÃO|4317
SIM|SIM|SIM|3887
SIM|NÃO|NÃO|9469
NÃO|NÃO|NÃO|7368
NÃO|NÃO|NÃO|6707
NÃO|NÃO|NÃO|6679
SIM|SIM|SIM|7623
NÃO|NÃO|NÃO|1179
SIM|SIM|SIM|2732
SIM|SIM|NÃO|5808
SIM|SIM|NÃO|6657
SIM|SIM|SIM|4739
SIM|NÃO|NÃO|684
SIM|SIM|NÃO|1689
SIM|SIM|SIM|686
SIM|SIM|SIM|4498
SIM|SIM|SIM|1733
SIM|SIM|NÃO|6714
SIM|SIM|NÃO|5391
SIM|NÃO|NÃO|772
SIM|SIM|NÃO|9041
SIM|SIM|SIM|1042
NÃO|NÃO|NÃO|4700
NÃO|NÃO|NÃO|7198
SIM|SIM|NÃO|4398
NÃO|NÃO|NÃO|6198
NÃO|NÃO|NÃO|7090
SIM|SIM|SIM|6680
SIM|SIM|SIM|4994
SIM|SIM|SIM|3940
SIM|SIM|SIM|7281
SIM|SIM|NÃO|7470
SIM|SIM|NÃO|2137
SIM|NÃO|NÃO|981
SIM|SIM|NÃO|1512
SIM|SIM|NÃO|4579
SIM|SIM|NÃO|7970
SIM|NÃO|NÃO|7881
SIM|SIM|NÃO|3482
SIM|NÃO|NÃO|9890
SIM|SIM|NÃO|9396
SIM|SIM|SIM|2522
SIM|SIM|NÃO|9076
SIM|SIM|NÃO|1803
SIM|SIM|NÃO|9480
NÃO|NÃO|NÃO|7171
SIM|SIM|SIM|1813
NÃO|NÃO|NÃO|3406
SIM|NÃO|NÃO|462
SIM|SIM|SIM|7734
SIM|SIM|NÃO|1397
SIM|SIM|NÃO|2821
NÃO|NÃO|NÃO|1641
SIM|SIM|NÃO|8797
SIM|SIM|NÃO|1272
SIM|NÃO|NÃO|6907
SIM|NÃO|NÃO|2623
SIM|SIM|NÃO|7590
SIM|SIM|NÃO|9236
SIM|SIM|SIM|3495
SIM|SIM|NÃO|7060
SIM|SIM|SIM|4787
SIM|SIM|NÃO|5117
SIM|SIM|SIM|1785
SIM|SIM|SIM|9099
SIM|SIM|NÃO|8890
NÃO|NÃO|NÃO|989
NÃO|NÃO|NÃO|4132
SIM|SIM|NÃO|1012
NÃO|NÃO|NÃO|1018
SIM|NÃO|NÃO|5396
SIM|SIM|NÃO|1028
SIM|SIM|SIM|7786
SIM|NÃO|NÃO|939
SIM|NÃO|NÃO|7973
SIM|SIM|NÃO|5285
SIM|NÃO|NÃO|1095
SIM|NÃO|NÃO|1687
SIM|SIM|NÃO|379
SIM|SIM|SIM|4365
SIM|SIM|SIM|5664
SIM|SIM|NÃO|2977
SIM|SIM|NÃO|7144
SIM|SIM|SIM|795
SIM|NÃO|NÃO|9119
SIM|NÃO|NÃO|775
SIM|SIM|NÃO|7286
SIM|SIM|NÃO|6870
SIM|SIM|SIM|5401
SIM|SIM|SIM|3889
SIM|SIM|NÃO|995
SIM|SIM|NÃO|1712
NÃO|NÃO|NÃO|6520
NÃO|NÃO|NÃO|7812
SIM|SIM|NÃO|6737
SIM|SIM|NÃO|1003
SIM|SIM|NÃO|3538
SIM|SIM|SIM|7439
SIM|SIM|NÃO|1635
SIM|NÃO|NÃO|5088
SIM|NÃO|NÃO|3159
SIM|SIM|NÃO|7199
SIM|NÃO|NÃO|8707
SIM|SIM|NÃO|4632
NÃO|NÃO|NÃO|1832
SIM|SIM|SIM|3196
SIM|SIM|SIM|3634
SIM|SIM|NÃO|1782
SIM|SIM|NÃO|3523
SIM|SIM|NÃO|7959
NÃO|NÃO|NÃO|4767
SIM|SIM|NÃO|7854
SIM|SIM|NÃO|5555
SIM|SIM|NÃO|7855
SIM|NÃO|NÃO|3322
SIM|SIM|NÃO|169
SIM|SIM|NÃO|4076
SIM|SIM|NÃO|9121
SIM|NÃO|NÃO|1130
SIM|NÃO|NÃO|1131
SIM|SIM|NÃO|6662
SIM|SIM|SIM|1187
SIM|SIM|SIM|5575
SIM|NÃO|NÃO|3399
SIM|SIM|NÃO|4530
SIM|SIM|NÃO|6240
SIM|SIM|NÃO|6068
SIM|SIM|SIM|7880
SIM|NÃO|NÃO|7869
SIM|SIM|NÃO|6085
SIM|SIM|SIM|7498
SIM|SIM|SIM|9111
SIM|SIM|NÃO|8905
SIM|SIM|NÃO|1607
SIM|SIM|SIM|1933
SIM|SIM|NÃO|7028
SIM|SIM|NÃO|8017
SIM|SIM|SIM|1634
SIM|SIM|NÃO|9322
SIM|SIM|NÃO|4361
SIM|SIM|NÃO|3089
SIM|SIM|SIM|1657
SIM|SIM|SIM|5739
SIM|SIM|SIM|1994
SIM|SIM|NÃO|9348
SIM|SIM|SIM|1213
SIM|SIM|NÃO|4731
SIM|SIM|NÃO|1579
SIM|SIM|NÃO|3408
SIM|NÃO|NÃO|1372
SIM|SIM|NÃO|6683
SIM|SIM|NÃO|3799
SIM|SIM|NÃO|4728
SIM|SIM|NÃO|7972
SIM|SIM|SIM|1348
SIM|SIM|NÃO|4743
SIM|SIM|NÃO|7958
SIM|NÃO|NÃO|6031
SIM|SIM|NÃO|1279
SIM|SIM|NÃO|7821
SIM|SIM|NÃO|8587
SIM|SIM|SIM|2704
SIM|SIM|NÃO|2764
SIM|SIM|SIM|2578
SIM|SIM|NÃO|7029
SIM|SIM|SIM|7136
NÃO|NÃO|NÃO|7138
SIM|NÃO|NÃO|4251
SIM|SIM|NÃO|7969
SIM|SIM|SIM|6684
SIM|SIM|SIM|7174
SIM|SIM|NÃO|529
SIM|SIM|NÃO|8942
SIM|SIM|NÃO|3752
SIM|SIM|NÃO|9219
SIM|SIM|SIM|6677
SIM|NÃO|NÃO|6545
SIM|SIM|SIM|8002
SIM|SIM|NÃO|7397
SIM|SIM|NÃO|163
SIM|NÃO|NÃO|6601
SIM|NÃO|NÃO|9282
SIM|SIM|NÃO|7285
SIM|SIM|SIM|7295
NÃO|NÃO|NÃO|7713
SIM|SIM|NÃO|1543
SIM|SIM|NÃO|3486
SIM|SIM|SIM|8290
SIM|SIM|SIM|1000
SIM|SIM|NÃO|9069
SIM|SIM|NÃO|6155
SIM|SIM|não|812
SIM|SIM|não|8365
SIM|SIM|sim|2876
SIM|SIM|sim|7677
NÃO|NÃO|não|4686
SIM|SIM|sim|167
NÃO|NÃO|sim|4692
SIM|SIM|sim|2448
SIM|SIM|sim|2553
SIM|SIM|sim|2066
SIM|SIM|sim|664
SIM|SIM|sim|3624
SIM|SIM|sim|3058
SIM|SIM|não|3220
SIM|SIM|não|3107
SIM|SIM|sim|5903
SIM|SIM|sim|6768
SIM|SIM|sim|1850
SIM|SIM|sim|6274
SIM|SIM|não|8895
SIM|SIM|sim|1091
SIM|SIM|não|9927
SIM|SIM|sim|3932
NÃO|NÃO|sim|1093
SIM|SIM|não|8747
SIM|SIM|não|9338
SIM|SIM|sim|3118
SIM|SIM|não|9999
SIM|SIM|sim|883
SIM|SIM|sim|2206
SIM|SIM|sim|5110
SIM|SIM|sim|992
SIM|SIM|sim|7948
NÃO|NÃO|sim|530
SIM|SIM|não|3264
SIM|SIM|sim|1331
SIM|SIM|não|3221
SIM|SIM|sim|9888
SIM|SIM|sim|4213
SIM|SIM|sim|1400
SIM|SIM|sim|2116
SIM|SIM|sim|5797
SIM|SIM|sim|6833
SIM|SIM|sim|2664
SIM|SIM|sim|3673
SIM|SIM|sim|608
SIM|SIM|sim|8370
SIM|SIM|sim|2131
SIM|SIM|sim|6288
SIM|SIM|não|2239
SIM|SIM|sim|8719
SIM|sim|não|4209
SIM|SIM|sim|6276
SIM|SIM|não|9165
SIM|SIM|sim|4689
SIM|SIM|não|5274
SIM|SIM|não|5108
SIM|SIM|sim|3273
SIM|SIM|sim|6261
SIM|NÃO|não|844
NÃO|NÃO|sim|4880
SIM|SIM|sim|3524
SIM|SIM|sim|2145
SIM|SIM|não|9432
SIM|SIM|sim|3320
NÃO|NÃO|não|5207
SIM|SIM|não|8360
SIM|SIM|não|8102
SIM|SIM|sim|8875
SIM|SIM|não|8651
SIM|SIM|sim|4959
SIM|SIM|não|4899
SIM|SIM|não|4094
SIM|SIM|sim|2062
SIM|SIM|sim|578
SIM|SIM|não|2293
SIM|SIM|sim|913
NÃO|NÃO|sim|947
SIM|SIM|sim|2180
SIM|SIM|sim|569
SIM|SIM|não|4232
sim|sim|não|3531
SIM|SIM|não|4881
SIM|SIM|não|7328
SIM|SIM|sim|1874
SIM|SIM|sim|1248
SIM|SIM|sim|5077
SIM|SIM|não|3491
SIM|SIM|sim|6867
SIM|SIM|não|8827
SIM|SIM|sim|9118
SIM|SIM|sim|4958
SIM|SIM|não|9435
SIM|SIM|não|4783
SIM|SIM|não|7633
SIM|SIM|sim|3871
SIM|SIM|sim|1001
SIM|SIM|sim|3197
SIM|SIM|sim|1730
NÃO|NÃO|não|3983
