ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|BAYER|CÓDIGO
SIM|SIM|NÃO|NÃO|3566
SIM|SIM|SIM|NÃO|8142
SIM|SIM|SIM|NÃO|3253
SIM|SIM|SIM|NÃO|5243
SIM|SIM|SIM|NÃO|7964
SIM|SIM|SIM|NÃO|3055
SIM|SIM|NÃO|NÃO|8065
SIM|SIM|NÃO|NÃO|2992
SIM|SIM|SIM|NÃO|5904
SIM|SIM|NÃO|NÃO|8712
SIM|SIM|NÃO|NÃO|7831
SIM|SIM|SIM|NÃO|3165
SIM|SIM|SIM|NÃO|8287
SIM|SIM|SIM|NÃO|7258
SIM|SIM|SIM|NÃO|6656
SIM|SIM|NÃO|NÃO|6189
SIM|SIM|SIM|NÃO|2961
SIM|SIM|SIM|NÃO|5114
SIM|SIM|SIM|NÃO|5676
SIM|SIM|NÃO|NÃO|6174
SIM|SIM|SIM|NÃO|8359
NÃO|NÃO|NÃO|NÃO|7426
SIM|SIM|NÃO|NÃO|4250
SIM|SIM|SIM|NÃO|2940
SIM|SIM|SIM|NÃO|5233
SIM|SIM|SIM|NÃO|3337
SIM|SIM|SIM|NÃO|3228
SIM|SIM|SIM|NÃO|3088
SIM|SIM|SIM|NÃO|3122
SIM|SIM|SIM|NÃO|2613
SIM|SIM|NÃO|NÃO|5336
SIM|SIM|NÃO|NÃO|9192
SIM|SIM|NÃO|NÃO|8356
SIM|SIM|NÃO|NÃO|6508
SIM|SIM|NÃO|NÃO|8243
SIM|SIM|NÃO|NÃO|6426
SIM|SIM|NÃO|NÃO|5123
SIM|SIM|NÃO|NÃO|8647
SIM|SIM|NÃO|NÃO|1755
SIM|SIM|NÃO|NÃO|4711
SIM|SIM|SIM|NÃO|2721
SIM|SIM|SIM|NÃO|6828
SIM|SIM|SIM|NÃO|7191
SIM|SIM|SIM|NÃO|3038
SIM|SIM|NÃO|NÃO|9912
SIM|SIM|NÃO|NÃO|8902
SIM|SIM|SIM|NÃO|8550
SIM|SIM|NÃO|NÃO|4487
SIM|SIM|SIM|NÃO|6273
SIM|SIM|SIM|NÃO|2997
SIM|SIM|NÃO|NÃO|9639
SIM|SIM|NÃO|NÃO|5214
SIM|SIM|NÃO|NÃO|3476
SIM|SIM|NÃO|NÃO|956
SIM|SIM|SIM|NÃO|3747
SIM|SIM|SIM|NÃO|4560
SIM|SIM|SIM|NÃO|8406
SIM|SIM|SIM|NÃO|2205
SIM|SIM|NÃO|NÃO|8900
SIM|SIM|SIM|NÃO|6872
SIM|SIM|SIM|NÃO|2999
SIM|SIM|SIM|NÃO|3798
SIM|SIM|SIM|NÃO|5799
SIM|SIM|SIM|NÃO|7814
SIM|SIM|SIM|NÃO|4396
SIM|SIM|SIM|NÃO|2241
SIM|SIM|SIM|NÃO|3047
SIM|SIM|SIM|NÃO|9011
SIM|SIM|SIM|NÃO|7365
SIM|SIM|SIM|NÃO|2984
SIM|SIM|NÃO|NÃO|5859
SIM|SIM|NÃO|NÃO|519
SIM|SIM|SIM|NÃO|9264
SIM|SIM|NÃO|NÃO|1058
SIM|SIM|NÃO|NÃO|996
SIM|SIM|SIM|NÃO|1482
SIM|SIM|NÃO|NÃO|6471
SIM|SIM|NÃO|NÃO|4146
SIM|SIM|NÃO|NÃO|6811
SIM|SIM|SIM|NÃO|7132
SIM|SIM|SIM|NÃO|7444
SIM|SIM|SIM|NÃO|5990
SIM|SIM|NÃO|NÃO|8310
SIM|SIM|SIM|NÃO|1627
SIM|SIM|NÃO|NÃO|3705
SIM|SIM|SIM|NÃO|5541
SIM|SIM|NÃO|NÃO|8924
SIM|SIM|SIM|NÃO|2850
SIM|SIM|NÃO|NÃO|5130
SIM|SIM|NÃO|NÃO|7347
SIM|SIM|SIM|NÃO|3498
SIM|SIM|SIM|NÃO|5821
SIM|SIM|NÃO|NÃO|3140
SIM|SIM|NÃO|NÃO|1672
SIM|SIM|SIM|NÃO|9214
SIM|SIM|SIM|NÃO|8781
SIM|SIM|SIM|NÃO|5934
SIM|SIM|SIM|NÃO|6918
SIM|SIM|SIM|NÃO|8685
SIM|SIM|SIM|NÃO|8519
SIM|SIM|SIM|NÃO|3736
SIM|SIM|SIM|NÃO|9191
SIM|SIM|SIM|NÃO|8804
SIM|SIM|SIM|NÃO|979
SIM|SIM|SIM|NÃO|7526
SIM|SIM|SIM|NÃO|2914
SIM|SIM|SIM|NÃO|9230
SIM|SIM|NÃO|NÃO|5061
SIM|SIM|NÃO|NÃO|2611
SIM|SIM|SIM|NÃO|1984
SIM|SIM|NÃO|NÃO|1273
SIM|SIM|SIM|NÃO|3996
SIM|SIM|SIM|NÃO|2226
SIM|SIM|SIM|NÃO|6201
SIM|SIM|NÃO|NÃO|3484
SIM|SIM|SIM|NÃO|8785
SIM|SIM|NÃO|NÃO|4164
SIM|SIM|SIM|NÃO|5095
SIM|SIM|NÃO|NÃO|3462
SIM|SIM|NÃO|NÃO|8348
SIM|SIM|SIM|NÃO|4456
SIM|SIM|SIM|NÃO|4145
SIM|SIM|SIM|NÃO|2752
SIM|SIM|SIM|NÃO|3233
SIM|SIM|NÃO|NÃO|1677
SIM|SIM|NÃO|NÃO|2196
SIM|SIM|NÃO|NÃO|1912
SIM|SIM|NÃO|NÃO|7520
SIM|SIM|SIM|NÃO|4928
SIM|SIM|SIM|NÃO|2035
SIM|SIM|NÃO|NÃO|4671
SIM|SIM|SIM|NÃO|5337
SIM|SIM|NÃO|NÃO|9969
SIM|SIM|SIM|NÃO|5017
SIM|SIM|SIM|NÃO|5047
SIM|SIM|SIM|NÃO|4785
SIM|SIM|NÃO|NÃO|8409
SIM|SIM|NÃO|NÃO|9427
SIM|SIM|SIM|NÃO|9026
SIM|SIM|NÃO|NÃO|4245
SIM|SIM|NÃO|NÃO|2678
SIM|SIM|SIM|NÃO|4766
SIM|SIM|NÃO|NÃO|5355
SIM|SIM|NÃO|NÃO|1887
SIM|SIM|NÃO|NÃO|843
SIM|SIM|SIM|NÃO|1472
SIM|SIM|SIM|NÃO|7877
SIM|SIM|NÃO|NÃO|6430
SIM|SIM|NÃO|NÃO|6457
SIM|SIM|SIM|NÃO|7804
SIM|SIM|NÃO|NÃO|819
SIM|SIM|NÃO|NÃO|5272
SIM|SIM|SIM|NÃO|364
SIM|SIM|SIM|NÃO|6139
SIM|SIM|SIM|NÃO|9290
SIM|SIM|NÃO|NÃO|3561
SIM|SIM|SIM|NÃO|2883
SIM|SIM|SIM|NÃO|6864
SIM|SIM|NÃO|NÃO|8639
SIM|SIM|SIM|NÃO|3045
SIM|SIM|SIM|NÃO|6676
SIM|SIM|SIM|NÃO|7279
SIM|SIM|SIM|NÃO|2886
SIM|SIM|SIM|NÃO|3619
SIM|SIM|NÃO|NÃO|8283
SIM|SIM|NÃO|NÃO|7729
SIM|SIM|NÃO|NÃO|8286
SIM|SIM|NÃO|NÃO|2071
SIM|SIM|NÃO|NÃO|7360
SIM|SIM|NÃO|NÃO|4001
SIM|SIM|SIM|NÃO|3949
SIM|SIM|NÃO|NÃO|184
SIM|SIM|NÃO|NÃO|7767
SIM|SIM|SIM|NÃO|2459
SIM|SIM|SIM|NÃO|2929
SIM|SIM|SIM|NÃO|7007
SIM|SIM|SIM|NÃO|5413
SIM|SIM|SIM|NÃO|484
SIM|SIM|SIM|NÃO|8271
SIM|SIM|NÃO|NÃO|3237
SIM|SIM|SIM|NÃO|6364
SIM|SIM|NÃO|NÃO|2630
SIM|SIM|NÃO|NÃO|7693
SIM|SIM|NÃO|NÃO|1808
SIM|SIM|NÃO|NÃO|3872
NÃO|NÃO|NÃO|NÃO|7413
SIM|SIM|NÃO|SIM|7018
SIM|SIM|NÃO|SIM|7287
NÃO|NÃO|NÃO|NÃO|7971
SIM|SIM|NÃO|SIM|6177
SIM|SIM|SIM|SIM|602
SIM|SIM|NÃO|SIM|8894
SIM|SIM|NÃO|SIM|132
SIM|SIM|NÃO|SIM|3304
SIM|SIM|NÃO|SIM|6661
SIM|SIM|NÃO|SIM|6678
SIM|SIM|SIM|SIM|7142
SIM|NÃO|NÃO|SIM|7556
SIM|SIM|NÃO|SIM|8013
SIM|SIM|SIM|SIM|7284
SIM|SIM|SIM|SIM|7030
SIM|SIM|SIM|SIM|6849
SIM|SIM|Não|SIM|3401
NÃO|NÃO|NÃO|NÃO|334
NÃO|NÃO|NÃO|NÃO|6667
NÃO|NÃO|NÃO|NÃO|335
NÃO|NÃO|NÃO|NÃO|1473
SIM|SIM|SIM|SIM|5902
NÃO|NÃO|NÃO|NÃO|3156
SIM|SIM|SIM|SIM|7143
SIM|SIM|SIM|SIM|6713
SIM|SIM|SIM|SIM|7878
SIM|SIM|SIM|SIM|1004
NÃO|NÃO|NÃO|NÃO|5557
SIM|SIM|SIM|SIM|7031
NÃO|NÃO|NÃO|NÃO|456
SIM|NÃO|NÃO|SIM|331
NÃO|NÃO|NÃO|NÃO|970
SIM|SIM|SIM|SIM|1925
NÃO|NÃO|NÃO|NÃO|8946
SIM|SIM|NÃO|SIM|2663
NÃO|NÃO|NÃO|NÃO|5158
NÃO|NÃO|NÃO|NÃO|5438
NÃO|NÃO|NÃO|NÃO|7117
SIM|SIM|SIM|SIM|2532
SIM|NÃO|NÃO|SIM|1699
SIM|SIM|SIM|SIM|2792
SIM|SIM|SIM|SIM|486
SIM|NÃO|NÃO|SIM|2851
SIM|SIM|SIM|SIM|9430
SIM|SIM|SIM|SIM|6655
SIM|NÃO|NÃO|SIM|521
SIM|SIM|NÃO|SIM|435
SIM|SIM|SIM|SIM|6577
SIM|SIM|NÃO|SIM|696
SIM|NÃO|NÃO|SIM|6631
SIM|SIM|NÃO|SIM|9220
SIM|SIM|SIM|SIM|4992
NÃO|NÃO|NÃO|NÃO|3195
SIM|SIM|SIM|SIM|5236
SIM|SIM|SIM|SIM|5239
SIM|NÃO|NÃO|SIM|7870
NÃO|NÃO|NÃO|NÃO|4318
SIM|NÃO|NÃO|SIM|6708
SIM|SIM|NÃO|SIM|3522
SIM|SIM|SIM|SIM|5841
SIM|SIM|SIM|SIM|6873
SIM|NÃO|NÃO|SIM|4918
NÃO|NÃO|NÃO|NÃO|9389
NÃO|NÃO|NÃO|NÃO|7376
SIM|NÃO|NÃO|SIM|3941
SIM|NÃO|NÃO|SIM|5389
SIM|SIM|NÃO|SIM|1757
SIM|SIM|NÃO|SIM|9450
SIM|NÃO|NÃO|SIM|9098
NÃO|NÃO|NÃO|NÃO|8836
SIM|NÃO|NÃO|SIM|7839
SIM|SIM|NÃO|SIM|2482
NÃO|NÃO|NÃO|NÃO|881
SIM|SIM|SIM|SIM|3535
NÃO|NÃO|NÃO|NÃO|6658
SIM|SIM|NÃO|SIM|1068
NÃO|NÃO|NÃO|NÃO|4317
SIM|SIM|SIM|SIM|3887
SIM|NÃO|NÃO|SIM|9469
NÃO|NÃO|NÃO|NÃO|7368
NÃO|NÃO|NÃO|NÃO|6707
NÃO|NÃO|NÃO|NÃO|6679
SIM|SIM|SIM|SIM|7623
NÃO|NÃO|NÃO|NÃO|1179
SIM|SIM|SIM|SIM|2732
SIM|SIM|NÃO|SIM|5808
SIM|SIM|NÃO|SIM|6657
SIM|SIM|SIM|SIM|4739
SIM|NÃO|NÃO|SIM|684
SIM|SIM|NÃO|SIM|1689
SIM|SIM|SIM|SIM|686
SIM|SIM|SIM|SIM|4498
SIM|SIM|SIM|SIM|1733
SIM|SIM|NÃO|SIM|6714
SIM|SIM|NÃO|SIM|5391
SIM|NÃO|NÃO|SIM|772
SIM|SIM|NÃO|SIM|9041
SIM|SIM|SIM|SIM|1042
NÃO|NÃO|NÃO|NÃO|4700
NÃO|NÃO|NÃO|NÃO|7198
SIM|SIM|NÃO|SIM|4398
NÃO|NÃO|NÃO|NÃO|6198
NÃO|NÃO|NÃO|NÃO|7090
SIM|SIM|SIM|SIM|6680
SIM|SIM|SIM|SIM|4994
SIM|SIM|SIM|SIM|3940
SIM|SIM|SIM|SIM|7281
SIM|SIM|NÃO|SIM|7470
SIM|SIM|NÃO|SIM|2137
SIM|NÃO|NÃO|SIM|981
SIM|SIM|NÃO|SIM|1512
SIM|SIM|NÃO|SIM|4579
SIM|SIM|NÃO|SIM|7970
SIM|NÃO|NÃO|SIM|7881
SIM|SIM|NÃO|SIM|3482
SIM|NÃO|NÃO|SIM|9890
SIM|SIM|NÃO|SIM|9396
SIM|SIM|SIM|SIM|2522
SIM|SIM|NÃO|SIM|9076
SIM|SIM|NÃO|SIM|1803
SIM|SIM|NÃO|SIM|9480
NÃO|NÃO|NÃO|NÃO|7171
SIM|SIM|SIM|SIM|1813
NÃO|NÃO|NÃO|NÃO|3406
SIM|NÃO|NÃO|SIM|462
SIM|SIM|SIM|SIM|7734
SIM|SIM|NÃO|SIM|1397
SIM|SIM|NÃO|SIM|2821
NÃO|NÃO|NÃO|NÃO|1641
SIM|SIM|NÃO|SIM|8797
SIM|SIM|NÃO|SIM|1272
SIM|NÃO|NÃO|SIM|6907
SIM|NÃO|NÃO|SIM|2623
SIM|SIM|NÃO|SIM|7590
SIM|SIM|NÃO|SIM|9236
SIM|SIM|SIM|SIM|3495
SIM|SIM|NÃO|SIM|7060
SIM|SIM|SIM|SIM|4787
SIM|SIM|NÃO|SIM|5117
SIM|SIM|SIM|SIM|1785
SIM|SIM|SIM|SIM|9099
SIM|SIM|NÃO|SIM|8890
NÃO|NÃO|NÃO|NÃO|989
NÃO|NÃO|NÃO|NÃO|4132
SIM|SIM|NÃO|SIM|1012
NÃO|NÃO|NÃO|NÃO|1018
SIM|NÃO|NÃO|SIM|5396
SIM|SIM|NÃO|SIM|1028
SIM|SIM|SIM|SIM|7786
SIM|NÃO|NÃO|SIM|939
SIM|NÃO|NÃO|SIM|7973
SIM|SIM|NÃO|SIM|5285
SIM|NÃO|NÃO|SIM|1095
SIM|NÃO|NÃO|SIM|1687
SIM|SIM|NÃO|SIM|379
SIM|SIM|SIM|SIM|4365
SIM|SIM|SIM|SIM|5664
SIM|SIM|NÃO|SIM|2977
SIM|SIM|NÃO|SIM|7144
SIM|SIM|SIM|SIM|795
SIM|NÃO|NÃO|SIM|9119
SIM|NÃO|NÃO|SIM|775
SIM|SIM|NÃO|SIM|7286
SIM|SIM|NÃO|SIM|6870
SIM|SIM|SIM|SIM|5401
SIM|SIM|SIM|SIM|3889
SIM|SIM|NÃO|SIM|995
SIM|SIM|NÃO|SIM|1712
NÃO|NÃO|NÃO|NÃO|6520
NÃO|NÃO|NÃO|NÃO|7812
SIM|SIM|NÃO|SIM|6737
SIM|SIM|NÃO|SIM|1003
SIM|SIM|NÃO|SIM|3538
SIM|SIM|SIM|SIM|7439
SIM|SIM|NÃO|SIM|1635
SIM|NÃO|NÃO|SIM|5088
SIM|NÃO|NÃO|SIM|3159
SIM|SIM|NÃO|SIM|7199
SIM|NÃO|NÃO|SIM|8707
SIM|SIM|NÃO|SIM|4632
NÃO|NÃO|NÃO|NÃO|1832
SIM|SIM|SIM|SIM|3196
SIM|SIM|SIM|SIM|3634
SIM|SIM|NÃO|SIM|1782
SIM|SIM|NÃO|SIM|3523
SIM|SIM|NÃO|SIM|7959
NÃO|NÃO|NÃO|NÃO|4767
SIM|SIM|NÃO|SIM|7854
SIM|SIM|NÃO|SIM|5555
SIM|SIM|NÃO|SIM|7855
SIM|NÃO|NÃO|SIM|3322
SIM|SIM|NÃO|SIM|169
SIM|SIM|NÃO|SIM|4076
SIM|SIM|NÃO|SIM|9121
SIM|NÃO|NÃO|SIM|1130
SIM|NÃO|NÃO|SIM|1131
SIM|SIM|NÃO|SIM|6662
SIM|SIM|SIM|SIM|1187
SIM|SIM|SIM|SIM|5575
SIM|NÃO|NÃO|SIM|3399
SIM|SIM|NÃO|SIM|4530
SIM|SIM|NÃO|SIM|6240
SIM|SIM|NÃO|SIM|6068
SIM|SIM|SIM|SIM|7880
SIM|NÃO|NÃO|SIM|7869
SIM|SIM|NÃO|SIM|6085
SIM|SIM|SIM|SIM|7498
SIM|SIM|SIM|SIM|9111
SIM|SIM|NÃO|SIM|8905
SIM|SIM|NÃO|SIM|1607
SIM|SIM|SIM|SIM|1933
SIM|SIM|NÃO|SIM|7028
SIM|SIM|NÃO|SIM|8017
SIM|SIM|SIM|SIM|1634
SIM|SIM|NÃO|SIM|9322
SIM|SIM|NÃO|SIM|4361
SIM|SIM|NÃO|SIM|3089
SIM|SIM|SIM|SIM|1657
SIM|SIM|SIM|SIM|5739
SIM|SIM|SIM|SIM|1994
SIM|SIM|NÃO|SIM|9348
SIM|SIM|SIM|SIM|1213
SIM|SIM|NÃO|SIM|4731
SIM|SIM|NÃO|SIM|1579
SIM|SIM|NÃO|SIM|3408
SIM|NÃO|NÃO|SIM|1372
SIM|SIM|NÃO|SIM|6683
SIM|SIM|NÃO|SIM|3799
SIM|SIM|NÃO|SIM|4728
SIM|SIM|NÃO|SIM|7972
SIM|SIM|SIM|SIM|1348
SIM|SIM|NÃO|SIM|4743
SIM|SIM|NÃO|SIM|7958
SIM|NÃO|NÃO|SIM|6031
SIM|SIM|NÃO|SIM|1279
SIM|SIM|NÃO|SIM|7821
SIM|SIM|NÃO|SIM|8587
SIM|SIM|SIM|SIM|2704
SIM|SIM|NÃO|SIM|2764
SIM|SIM|SIM|SIM|2578
SIM|SIM|NÃO|SIM|7029
SIM|SIM|SIM|SIM|7136
NÃO|NÃO|NÃO|NÃO|7138
SIM|NÃO|NÃO|SIM|4251
SIM|SIM|NÃO|SIM|7969
SIM|SIM|SIM|SIM|6684
SIM|SIM|SIM|SIM|7174
SIM|SIM|NÃO|SIM|529
SIM|SIM|NÃO|SIM|8942
SIM|SIM|NÃO|SIM|3752
SIM|SIM|NÃO|SIM|9219
SIM|SIM|SIM|SIM|6677
SIM|NÃO|NÃO|SIM|6545
SIM|SIM|SIM|SIM|8002
SIM|SIM|NÃO|SIM|7397
SIM|SIM|NÃO|SIM|163
SIM|NÃO|NÃO|SIM|6601
SIM|NÃO|NÃO|SIM|9282
SIM|SIM|NÃO|SIM|7285
SIM|SIM|SIM|SIM|7295
NÃO|NÃO|NÃO|NÃO|7713
SIM|SIM|NÃO|SIM|1543
SIM|SIM|NÃO|SIM|3486
SIM|SIM|SIM|SIM|8290
SIM|SIM|SIM|SIM|1000
SIM|SIM|NÃO|SIM|9069
SIM|SIM|NÃO|SIM|6155
SIM|SIM|não|SIM|812
SIM|SIM|não|SIM|8365
SIM|SIM|sim|SIM|2876
SIM|SIM|sim|SIM|7677
SIM|SIM|sim|SIM|167
NÃO|NÃO|NÃO|NÃO|4692
SIM|SIM|sim|SIM|2448
SIM|SIM|sim|SIM|2553
SIM|SIM|sim|SIM|2066
SIM|SIM|sim|SIM|664
SIM|SIM|sim|SIM|3624
SIM|SIM|sim|SIM|3058
SIM|SIM|não|SIM|3220
SIM|SIM|não|SIM|3107
SIM|SIM|sim|SIM|5903
SIM|SIM|sim|SIM|6768
SIM|SIM|sim|SIM|1850
SIM|SIM|sim|SIM|6274
SIM|SIM|não|SIM|8895
SIM|SIM|sim|SIM|1091
SIM|SIM|não|SIM|9927
SIM|SIM|sim|SIM|3932
NÃO|NÃO|NÃO|NÃO|1093
SIM|SIM|não|SIM|8747
SIM|SIM|não|SIM|9338
SIM|SIM|sim|SIM|3118
SIM|SIM|não|SIM|9999
SIM|SIM|sim|SIM|883
SIM|SIM|sim|SIM|2206
SIM|SIM|sim|SIM|5110
SIM|SIM|sim|SIM|992
SIM|SIM|sim|SIM|7948
NÃO|NÃO|NÃO|NÃO|530
SIM|SIM|não|SIM|3264
SIM|SIM|sim|SIM|1331
SIM|SIM|não|SIM|3221
SIM|SIM|sim|SIM|9888
SIM|SIM|sim|SIM|4213
SIM|SIM|sim|SIM|1400
SIM|SIM|sim|SIM|2116
SIM|SIM|sim|SIM|5797
SIM|SIM|sim|SIM|6833
SIM|SIM|sim|SIM|2664
SIM|SIM|sim|SIM|3673
SIM|SIM|sim|SIM|608
SIM|SIM|sim|SIM|8370
SIM|SIM|sim|SIM|2131
SIM|SIM|sim|SIM|6288
SIM|SIM|não|SIM|2239
SIM|SIM|sim|SIM|8719
SIM|sim|não|SIM|4209
SIM|SIM|sim|SIM|6276
SIM|SIM|não|SIM|9165
SIM|SIM|sim|SIM|4689
SIM|SIM|não|SIM|5274
SIM|SIM|não|SIM|5108
SIM|SIM|sim|SIM|3273
SIM|SIM|sim|SIM|6261
NÃO|NÃO|NÃO|NÃO|4880
SIM|SIM|sim|SIM|3524
SIM|SIM|sim|SIM|2145
SIM|SIM|não|SIM|9432
SIM|SIM|sim|SIM|3320
NÃO|NÃO|NÃO|NÃO|5207
SIM|SIM|não|SIM|8360
SIM|SIM|não|SIM|8102
SIM|SIM|sim|SIM|8875
SIM|SIM|não|SIM|8651
SIM|SIM|sim|SIM|4959
SIM|SIM|não|SIM|4899
SIM|SIM|não|SIM|4094
SIM|SIM|sim|SIM|2062
SIM|SIM|sim|SIM|578
SIM|SIM|não|SIM|2293
SIM|SIM|sim|SIM|913
NÃO|NÃO|NÃO|NÃO|947
SIM|SIM|sim|SIM|2180
SIM|SIM|sim|SIM|569
SIM|SIM|não|SIM|4232
sim|sim|não|SIM|3531
SIM|SIM|não|SIM|4881
SIM|SIM|não|SIM|7328
SIM|SIM|sim|SIM|1874
SIM|SIM|sim|SIM|1248
SIM|SIM|sim|SIM|5077
SIM|SIM|não|SIM|3491
SIM|SIM|sim|SIM|6867
SIM|SIM|não|SIM|8827
SIM|SIM|sim|SIM|9118
SIM|SIM|sim|SIM|4958
SIM|SIM|não|SIM|9435
SIM|SIM|não|SIM|4783
SIM|SIM|não|SIM|7633
SIM|SIM|sim|SIM|3871
SIM|SIM|sim|SIM|1001
SIM|SIM|sim|SIM|3197
SIM|SIM|sim|SIM|1730
NÃO|NÃO|NÃO|NÃO|3983
SIM|SIM|sim|SIM|6575
SIM|SIM|sim|SIM|940
SIM|SIM|não|SIM|965
SIM|SIM|não|SIM|4390
SIM|SIM|sim|SIM|998
SIM|SIM|sim|SIM|6492
SIM|SIM|sim|SIM|5737
SIM|SIM|sim|SIM|3911
SIM|SIM|sim|SIM|6010
SIM|SIM|sim|SIM|4085
SIM|SIM|não|SIM|187
SIM|SIM|sim|SIM|1955
SIM|SIM|sim|SIM|4386
SIM|SIM|sim|SIM|2338
SIM|SIM|sim|SIM|1989
SIM|SIM|não|SIM|3492
SIM|SIM|sim|SIM|2192
SIM|SIM|sim|SIM|2436
SIM|SIM|não|SIM|9157
SIM|SIM|sim|SIM|3172
SIM|SIM|não|SIM|1315
SIM|SIM|não|SIM|2414
SIM|SIM|não|SIM|7494
SIM|SIM|sim|SIM|7775
SIM|SIM|não|SIM|2994
SIM|SIM|não|SIM|8067
sim|sim|não|SIM|3355
SIM|SIM|não|SIM|9050
SIM|SIM|sim|SIM|3945
SIM|SIM|sim|SIM|1245
SIM|SIM|não|SIM|8911
SIM|SIM|não|SIM|6171
SIM|SIM|não|SIM|8855
SIM|SIM|sim|SIM|2025
SIM|SIM|não|SIM|8697
SIM|SIM|sim|SIM|3722
SIM|SIM|não|SIM|8803
SIM|SIM|não|SIM|8566
SIM|SIM|sim|SIM|2390
SIM|SIM|SIM|SIM|1664
SIM|SIM|não|SIM|9033
NÃO|NÃO|NÃO|NÃO|1161
SIM|SIM|sim|SIM|6664
SIM|SIM|sim|SIM|5154
SIM|SIM|não|SIM|2446
SIM|SIM|sim|SIM|2276
SIM|SIM|sim|SIM|1362
SIM|SIM|não|SIM|3640
SIM|SIM|sim|SIM|1770
SIM|SIM|sim|SIM|3252
SIM|SIM|sim|SIM|7825
SIM|SIM|não|SIM|8583
SIM|SIM|sim|SIM|1283
SIM|SIM|sim|SIM|2976
SIM|SIM|não|SIM|575
SIM|SIM|não|SIM|3365
NÃO|NÃO|NÃO|NÃO|1429
SIM|SIM|sim|SIM|8492
SIM|SIM|não|SIM|9468
SIM|SIM|não|SIM|3065
SIM|SIM|NÃO|SIM|7702
SIM|SIM|não|SIM|2633
SIM|SIM|não|SIM|2795
SIM|SIM|sim|SIM|9231
SIM|SIM|sim|SIM|2209
SIM|SIM|não|SIM|5771
SIM|SIM|não|SIM|2463
SIM|SIM|não|SIM|6086
SIM|SIM|não|SIM|5790
SIM|SIM|não|SIM|5759
SIM|SIM|sim|SIM|5434
NÃO|NÃO|NÃO|NÃO|615
SIM|SIM|sim|SIM|1546
SIM|SIM|não|SIM|8403
SIM|SIM|não|SIM|7326
SIM|SIM|não|SIM|5362
SIM|SIM|sim|SIM|4966
sim|sim|não|SIM|701
SIM|NÃO|NÃO|NÃO|3170
SIM|SIM|NÃO|NÃO|4504
SIM|SIM|NÃO|NÃO|1444
SIM|NÃO|NÃO|NÃO|2592
SIM|SIM|SIM|NÃO|2811
SIM|SIM|NÃO|NÃO|7072
SIM|SIM|NÃO|NÃO|5152
SIM|SIM|NÃO|NÃO|5842
SIM|SIM|NÃO|NÃO|32
SIM|NÃO|NÃO|NÃO|4640
SIM|NÃO|NÃO|NÃO|5973
SIM|SIM|SIM|NÃO|5441
SIM|NÃO|NÃO|NÃO|3245
SIM|SIM|SIM|NÃO|3499
SIM|SIM|SIM|NÃO|7548
SIM|SIM|SIM|NÃO|3343
SIM|NÃO|NÃO|NÃO|3688
SIM|NÃO|NÃO|NÃO|698
SIM|SIM|SIM|NÃO|5534
SIM|NÃO|NÃO|NÃO|3723
SIM|SIM|NÃO|NÃO|3120
SIM|SIM|SIM|NÃO|893
SIM|SIM|NÃO|NÃO|3942
SIM|SIM|NÃO|NÃO|8960
SIM|SIM|NÃO|NÃO|3227
SIM|NÃO|NÃO|NÃO|8612
SIM|SIM|SIM|NÃO|7006
SIM|NÃO|NÃO|NÃO|3695
SIM|SIM|NÃO|NÃO|369
SIM|SIM|SIM|NÃO|351
SIM|NÃO|NÃO|NÃO|6159
SIM|NÃO|NÃO|NÃO|1145
SIM|SIM|NÃO|NÃO|9058
SIM|SIM|SIM|NÃO|8398
SIM|SIM|NÃO|NÃO|6603
SIM|SIM|NÃO|NÃO|22
SIM|SIM|NÃO|NÃO|4364
SIM|NÃO|NÃO|NÃO|4758
SIM|NÃO|NÃO|NÃO|1402
SIM|NÃO|NÃO|NÃO|3692
SIM|NÃO|NÃO|NÃO|3693
SIM|NÃO|NÃO|NÃO|6060
SIM|SIM|SIM|NÃO|1558
SIM|NÃO|NÃO|NÃO|4159
SIM|NÃO|NÃO|NÃO|3332
SIM|SIM|SIM|NÃO|2898
SIM|NÃO|NÃO|NÃO|340
SIM|NÃO|NÃO|NÃO|3717
SIM|SIM|NÃO|NÃO|4387
SIM|SIM|NÃO|NÃO|8961
SIM|NÃO|NÃO|NÃO|3690
SIM|SIM|SIM|NÃO|7549
SIM|SIM|SIM|NÃO|5507
SIM|SIM|NÃO|NÃO|1346
SIM|SIM|SIM|NÃO|8304
SIM|SIM|NÃO|NÃO|2449
SIM|SIM|NÃO|NÃO|6786
SIM|NÃO|NÃO|NÃO|818
SIM|SIM|NÃO|NÃO|4443
SIM|SIM|NÃO|NÃO|784
SIM|SIM|NÃO|NÃO|9083
SIM|SIM|NÃO|NÃO|5815
SIM|SIM|SIM|NÃO|8780
SIM|SIM|NÃO|NÃO|4377
SIM|NÃO|NÃO|NÃO|2936
SIM|NÃO|NÃO|NÃO|6866
SIM|SIM|NÃO|NÃO|7783
SIM|SIM|SIM|NÃO|7005
SIM|SIM|SIM|NÃO|2885
SIM|SIM|SIM|NÃO|3012
SIM|NÃO|NÃO|NÃO|162
SIM|SIM|SIM|NÃO|4438
SIM|NÃO|NÃO|NÃO|9308
SIM|SIM|NÃO|NÃO|5139
SIM|NÃO|NÃO|NÃO|5762
SIM|SIM|NÃO|NÃO|7859
SIM|SIM|SIM|NÃO|9906
